geoname,geonum,b25077001,b25077_moe001,b19013001,b19013_moe001
2,1081230025022,196900,23687,61083,15667
3,1081230025023,304300,47725,72838,11902
1,1081259631001,200000,137666,44107,16502
2,1081259631002,162500,52011,52222,10888
3,1081259631003,109500,22192,42381,7969
4,1081259631004,152400,17964,43977,14202
1,1081259632001,260000,175489,64167,46971
2,1081259632002,202400,66552,52813,4602
3,1081259632003,99400,31129,40738,4274
4,1081259632004,128300,22482,45455,17428
5,1081259632005,139400,21017,35430,19953
